project_id,department,region,contractor,budget_lakhs,planned_duration_days,actual_duration_days,progress_pct,complaint_count,team_size,previous_delays,material_issues,land_disputes,season_started,delay_score,delay_status,is_delayed
PRJ06954,Roads & Highways,Bengaluru Urban,FastBuild Co,199.68,83,155,99,109,70,2,0,0,Spring,0.4032,AT_RISK,0
PRJ06955,Roads & Highways,Prayagraj,Urban Dev Ltd,220.34,694,874,11,74,8,3,0,1,Spring,1.0,SEVERELY_DELAYED,1
PRJ06956,Roads & Highways,East Delhi,Urban Dev Ltd,77.75,454,552,27,88,130,2,0,1,Winter,0.5472,DELAYED,1
PRJ06957,Water Supply,Durgapur,Prime Infra Group,148.8,106,245,31,195,139,4,0,1,Winter,0.7766,SEVERELY_DELAYED,1
PRJ06958,Housing,Kanpur,GovTech Solutions,388.0,389,465,43,37,105,1,1,0,Monsoon,0.4264,AT_RISK,0
PRJ06959,Healthcare,Bhavnagar,ABC Infra Pvt Ltd,382.23,537,709,61,158,136,4,0,1,Spring,0.9567,SEVERELY_DELAYED,1
PRJ06960,Healthcare,Bhavnagar,National Build Corp,5.65,250,319,13,0,85,4,1,0,Summer,0.3868,AT_RISK,0
PRJ06961,Public Safety,Patna,SmartCity Builders,127.99,717,897,33,131,114,4,1,0,Summer,1.0,SEVERELY_DELAYED,1
PRJ06962,Electricity,Bikaner,ABC Infra Pvt Ltd,469.87,277,342,28,142,42,0,0,0,Spring,0.3662,AT_RISK,0
PRJ06963,Roads & Highways,East Delhi,FastBuild Co,58.73,647,806,92,134,40,0,1,1,Summer,0.8849,SEVERELY_DELAYED,1
PRJ06964,Roads & Highways,Jodhpur,Horizon Projects,231.68,227,407,78,133,61,5,1,1,Winter,1.0,SEVERELY_DELAYED,1
PRJ06965,Electricity,Bikaner,ABC Infra Pvt Ltd,317.35,44,127,78,109,14,1,0,0,Spring,0.4637,DELAYED,1
PRJ06966,Sanitation & Drainage,Varanasi,Bharat Construction,91.76,412,553,27,117,86,2,1,0,Monsoon,0.7876,SEVERELY_DELAYED,1
PRJ06967,Public Safety,Prayagraj,ABC Infra Pvt Ltd,306.29,683,780,40,7,21,4,1,0,Winter,0.5395,DELAYED,1
PRJ06968,Roads & Highways,Kolkata South,FastBuild Co,180.29,481,661,63,103,129,5,1,1,Spring,1.0,SEVERELY_DELAYED,1
PRJ06969,Water Supply,Mysuru,ABC Infra Pvt Ltd,408.69,544,642,26,154,132,1,0,0,Winter,0.5459,DELAYED,1
PRJ06970,Electricity,Bhopal,SmartCity Builders,65.47,372,552,54,130,149,4,1,1,Monsoon,1.0,SEVERELY_DELAYED,1
PRJ06971,Public Safety,Tiruchirappalli,Horizon Projects,200.65,684,864,2,110,21,4,1,1,Monsoon,1.0,SEVERELY_DELAYED,1
PRJ06972,Roads & Highways,North Delhi,Bharat Construction,406.0,335,335,82,14,70,1,0,0,Summer,0.0964,ON_TRACK,0
PRJ06973,Parks & Recreation,Darbhanga,Bharat Construction,176.91,36,198,1,192,97,5,0,1,Summer,0.9038,SEVERELY_DELAYED,1
PRJ06974,Healthcare,Tiruchirappalli,Horizon Projects,326.5,598,699,37,47,89,2,1,0,Winter,0.5615,DELAYED,1
PRJ06975,Education,Central Delhi,Rajdhani Works,109.66,492,544,49,7,30,4,0,0,Winter,0.2944,AT_RISK,0
PRJ06976,Parks & Recreation,Ahmedabad,FastBuild Co,482.77,423,554,76,90,64,5,1,0,Summer,0.7317,SEVERELY_DELAYED,1
PRJ06977,Education,Varanasi,SmartCity Builders,378.49,467,604,6,66,52,2,0,1,Monsoon,0.7625,SEVERELY_DELAYED,1
PRJ06978,Roads & Highways,Central Delhi,FastBuild Co,460.63,350,497,93,143,135,0,1,0,Monsoon,0.8202,SEVERELY_DELAYED,1
PRJ06979,Sanitation & Drainage,Coimbatore,Prime Infra Group,248.41,348,436,29,79,51,2,1,0,Winter,0.4892,DELAYED,1
PRJ06980,Sanitation & Drainage,Nashik,Horizon Projects,379.46,371,517,18,149,61,5,0,0,Spring,0.8134,SEVERELY_DELAYED,1
PRJ06981,Roads & Highways,Howrah,GovTech Solutions,276.5,384,471,17,25,15,0,1,0,Spring,0.4879,DELAYED,1
PRJ06982,Parks & Recreation,Bikaner,ABC Infra Pvt Ltd,101.54,684,864,45,118,10,5,1,1,Summer,1.0,SEVERELY_DELAYED,1
PRJ06983,Water Supply,Patna,Prime Infra Group,74.7,244,388,2,46,91,4,1,1,Monsoon,0.8006,SEVERELY_DELAYED,1
PRJ06984,Parks & Recreation,Durgapur,Bharat Construction,302.98,303,483,21,163,107,0,1,1,Monsoon,1.0,SEVERELY_DELAYED,1
PRJ06985,Roads & Highways,Nagpur,SmartCity Builders,380.57,413,539,75,156,33,2,0,1,Monsoon,0.7022,SEVERELY_DELAYED,1
PRJ06986,Healthcare,Patna,FastBuild Co,473.57,356,448,52,154,36,3,0,0,Winter,0.5111,DELAYED,1
PRJ06987,Public Safety,West Delhi,Bharat Construction,351.28,663,783,71,200,133,4,0,1,Spring,0.6718,DELAYED,1
PRJ06988,Healthcare,Khammam,Bharat Construction,48.55,697,877,23,120,128,1,1,1,Summer,1.0,SEVERELY_DELAYED,1
PRJ06989,Housing,Patna,National Build Corp,266.0,311,449,69,126,141,4,0,1,Summer,0.7684,SEVERELY_DELAYED,1
PRJ06990,Sanitation & Drainage,Jodhpur,National Build Corp,145.07,612,791,2,15,47,2,1,1,Winter,0.9959,SEVERELY_DELAYED,1
PRJ06991,Housing,Nashik,Urban Dev Ltd,99.93,142,142,27,5,50,1,0,0,Spring,0.0412,ON_TRACK,0
PRJ06992,Public Safety,Jabalpur,Bharat Construction,151.09,404,502,81,59,56,5,1,0,Winter,0.5474,DELAYED,1
PRJ06993,Water Supply,Kolkata South,Prime Infra Group,271.78,399,399,85,15,111,0,0,0,Spring,0.0662,ON_TRACK,0
PRJ06994,Public Safety,Central Delhi,FastBuild Co,176.86,357,500,9,5,38,5,0,1,Spring,0.7952,SEVERELY_DELAYED,1
PRJ06995,Electricity,Hyderabad,Prime Infra Group,282.16,713,791,26,44,47,0,1,0,Summer,0.4358,AT_RISK,0
PRJ06996,Parks & Recreation,Bengaluru Urban,Urban Dev Ltd,40.26,110,277,56,123,135,5,1,1,Summer,0.9291,SEVERELY_DELAYED,1
PRJ06997,Roads & Highways,Darbhanga,Prime Infra Group,320.09,62,185,1,102,51,1,1,0,Spring,0.6838,DELAYED,1
PRJ06998,Water Supply,Durgapur,Rajdhani Works,305.84,506,553,87,72,144,5,0,0,Winter,0.2631,AT_RISK,0
PRJ06999,Healthcare,Darbhanga,FastBuild Co,204.68,47,162,89,78,76,3,0,1,Monsoon,0.6396,DELAYED,1
PRJ07000,Roads & Highways,Kolkata South,SmartCity Builders,363.81,534,652,78,97,87,1,1,0,Summer,0.6579,DELAYED,1
PRJ07001,Transport,Darbhanga,Horizon Projects,484.15,127,257,20,187,88,4,0,0,Monsoon,0.725,SEVERELY_DELAYED,1
PRJ07002,Water Supply,Vadodara,FastBuild Co,395.41,142,227,55,39,79,5,1,1,Spring,0.4756,DELAYED,1
PRJ07003,Parks & Recreation,Central Delhi,SmartCity Builders,41.64,530,710,1,62,71,0,1,1,Spring,1.0,SEVERELY_DELAYED,1
PRJ07004,Housing,Hyderabad,Bharat Construction,159.21,75,203,17,160,121,5,1,0,Summer,0.7136,SEVERELY_DELAYED,1
PRJ07005,Transport,Chennai North,FastBuild Co,428.59,133,276,87,189,102,2,1,1,Summer,0.7995,SEVERELY_DELAYED,1
PRJ07006,Transport,Coimbatore,Horizon Projects,205.41,86,230,73,171,85,1,1,1,Summer,0.8044,SEVERELY_DELAYED,1
PRJ07007,Housing,Lucknow,SmartCity Builders,224.88,392,529,7,152,53,1,0,0,Summer,0.7626,SEVERELY_DELAYED,1
PRJ07008,Sanitation & Drainage,West Delhi,SmartCity Builders,399.12,43,150,41,54,135,2,1,0,Monsoon,0.5947,DELAYED,1
PRJ07009,Housing,Pune,Bharat Construction,286.68,556,671,40,114,86,1,0,0,Winter,0.6443,DELAYED,1
PRJ07010,Electricity,Khammam,National Build Corp,105.3,189,243,14,30,139,3,0,0,Summer,0.3011,AT_RISK,0
PRJ07011,Parks & Recreation,Patna,ABC Infra Pvt Ltd,186.35,356,521,8,62,17,4,1,0,Monsoon,0.9204,SEVERELY_DELAYED,1
PRJ07012,Transport,Tiruchirappalli,GovTech Solutions,145.73,657,752,63,195,130,0,1,0,Spring,0.5323,DELAYED,1
PRJ07013,Healthcare,Madurai,Urban Dev Ltd,87.69,394,536,45,84,39,3,1,0,Spring,0.7911,SEVERELY_DELAYED,1
PRJ07014,Water Supply,Kolkata North,FastBuild Co,292.29,395,535,97,124,95,4,1,0,Summer,0.7812,SEVERELY_DELAYED,1
PRJ07015,Transport,Indore,ABC Infra Pvt Ltd,161.71,618,798,6,111,87,2,1,0,Winter,1.0,SEVERELY_DELAYED,1
PRJ07016,Transport,Nashik,Prime Infra Group,327.86,543,647,66,99,114,3,0,0,Summer,0.5783,DELAYED,1
PRJ07017,Housing,Darbhanga,Rajdhani Works,422.42,478,576,34,156,146,4,0,0,Summer,0.5475,DELAYED,1
PRJ07018,Electricity,Mumbai Suburban,Horizon Projects,76.87,63,124,24,29,100,2,1,1,Summer,0.3402,AT_RISK,0
PRJ07019,Public Safety,Gaya,Urban Dev Ltd,58.04,450,630,25,94,45,5,1,1,Monsoon,1.0,SEVERELY_DELAYED,1
PRJ07020,Education,Ujjain,Urban Dev Ltd,225.57,360,499,39,116,140,4,0,1,Summer,0.7739,SEVERELY_DELAYED,1
PRJ07021,Parks & Recreation,Ajmer,Bharat Construction,245.82,401,529,87,170,35,2,0,1,Spring,0.7134,SEVERELY_DELAYED,1
PRJ07022,Housing,South Delhi,Rajdhani Works,72.95,146,201,20,0,54,3,0,1,Winter,0.3062,AT_RISK,0
PRJ07023,Roads & Highways,North Delhi,National Build Corp,161.36,277,381,22,62,38,4,0,1,Winter,0.581,DELAYED,1
PRJ07024,Sanitation & Drainage,Lucknow,ABC Infra Pvt Ltd,376.37,529,597,75,54,88,1,1,0,Winter,0.3823,AT_RISK,0
PRJ07025,Roads & Highways,Ahmedabad,National Build Corp,205.54,41,141,77,6,67,5,1,0,Winter,0.5596,DELAYED,1
PRJ07026,Education,Bikaner,ABC Infra Pvt Ltd,109.6,268,345,12,63,150,1,1,0,Monsoon,0.428,AT_RISK,0
PRJ07027,Parks & Recreation,Prayagraj,Rajdhani Works,365.74,83,211,86,115,56,0,0,1,Monsoon,0.7117,SEVERELY_DELAYED,1
PRJ07028,Electricity,Surat,SmartCity Builders,466.67,544,646,54,91,141,1,1,0,Monsoon,0.5711,DELAYED,1
PRJ07029,Roads & Highways,Patna,National Build Corp,431.35,545,725,7,48,13,5,0,1,Spring,1.0,SEVERELY_DELAYED,1
PRJ07030,Transport,Jabalpur,Prime Infra Group,199.23,720,853,36,1,95,2,1,1,Monsoon,0.7426,SEVERELY_DELAYED,1
PRJ07031,Parks & Recreation,Central Delhi,Urban Dev Ltd,311.12,260,296,20,47,23,5,0,0,Spring,0.2045,AT_RISK,0
PRJ07032,Housing,Lucknow,ABC Infra Pvt Ltd,404.43,607,787,10,119,125,5,0,0,Summer,1.0,SEVERELY_DELAYED,1
PRJ07033,Transport,Bhagalpur,Horizon Projects,418.74,504,639,82,29,121,4,1,1,Monsoon,0.7551,SEVERELY_DELAYED,1
PRJ07034,Public Safety,Rajkot,Urban Dev Ltd,408.45,477,626,15,39,25,5,1,1,Spring,0.8312,SEVERELY_DELAYED,1
PRJ07035,Education,Indore,Prime Infra Group,54.63,416,571,46,115,78,1,1,1,Winter,0.8624,SEVERELY_DELAYED,1
PRJ07036,Transport,Rajkot,GovTech Solutions,469.91,106,106,27,37,142,0,0,0,Winter,0.0857,ON_TRACK,0
PRJ07037,Sanitation & Drainage,Ajmer,Urban Dev Ltd,251.26,713,842,35,81,119,1,1,0,Winter,0.72,SEVERELY_DELAYED,1
PRJ07038,Electricity,Chennai South,ABC Infra Pvt Ltd,54.5,341,392,80,146,26,1,0,0,Spring,0.2847,AT_RISK,0
PRJ07039,Education,Howrah,Urban Dev Ltd,249.42,86,204,93,67,96,3,1,1,Monsoon,0.66,DELAYED,1
PRJ07040,Education,Patna,Bharat Construction,316.98,618,788,7,60,140,1,1,1,Summer,0.9452,SEVERELY_DELAYED,1
PRJ07041,Water Supply,Nashik,FastBuild Co,225.72,616,665,74,33,108,1,0,1,Winter,0.2736,AT_RISK,0
PRJ07042,Roads & Highways,Kanpur,ABC Infra Pvt Ltd,61.06,253,364,87,155,26,5,0,0,Winter,0.621,DELAYED,1
PRJ07043,Sanitation & Drainage,Durgapur,SmartCity Builders,175.89,290,349,99,38,93,5,0,0,Summer,0.3323,AT_RISK,0
PRJ07044,Housing,Jabalpur,Rajdhani Works,464.91,191,191,30,30,148,2,0,0,Winter,0.0,ON_TRACK,0
PRJ07045,Healthcare,Bengaluru Urban,FastBuild Co,175.66,56,170,25,74,12,4,1,0,Spring,0.6359,DELAYED,1
PRJ07046,Housing,Mumbai Suburban,Prime Infra Group,154.62,441,619,18,163,117,5,1,0,Winter,0.9911,SEVERELY_DELAYED,1
PRJ07047,Housing,Siliguri,Bharat Construction,239.67,596,722,98,80,39,4,1,1,Summer,0.7009,SEVERELY_DELAYED,1
PRJ07048,Education,Bengaluru Urban,Horizon Projects,327.8,429,566,70,81,36,4,0,1,Winter,0.7635,SEVERELY_DELAYED,1
PRJ07049,Water Supply,Surat,Urban Dev Ltd,416.26,182,228,57,179,77,1,0,0,Spring,0.261,AT_RISK,0
PRJ07050,Healthcare,Ajmer,National Build Corp,61.19,171,171,65,20,32,0,0,1,Spring,0.1393,ON_TRACK,0
PRJ07051,Roads & Highways,Tiruchirappalli,ABC Infra Pvt Ltd,355.82,538,703,69,167,125,1,1,1,Winter,0.9177,SEVERELY_DELAYED,1
PRJ07052,Housing,West Delhi,Urban Dev Ltd,59.45,504,563,93,0,37,0,1,0,Monsoon,0.3279,AT_RISK,0
PRJ07053,Transport,Darbhanga,Rajdhani Works,314.41,456,562,86,58,36,3,0,1,Summer,0.5935,DELAYED,1
PRJ07054,Housing,Central Delhi,ABC Infra Pvt Ltd,239.61,625,800,50,168,131,3,1,1,Spring,0.9727,SEVERELY_DELAYED,1
PRJ07055,Water Supply,Varanasi,SmartCity Builders,495.55,82,173,51,68,145,2,1,1,Spring,0.51,DELAYED,1
PRJ07056,Education,Agra,GovTech Solutions,170.95,309,458,93,157,134,4,1,1,Winter,0.8292,SEVERELY_DELAYED,1
PRJ07057,Parks & Recreation,Hubballi,Horizon Projects,279.73,329,393,40,27,49,3,1,0,Spring,0.3611,AT_RISK,0
PRJ07058,Public Safety,Kolkata South,SmartCity Builders,470.38,273,407,13,87,99,1,1,1,Spring,0.7481,SEVERELY_DELAYED,1
PRJ07059,Water Supply,Prayagraj,Rajdhani Works,454.9,120,241,10,38,102,4,0,1,Monsoon,0.6767,DELAYED,1
PRJ07060,Housing,Karimnagar,ABC Infra Pvt Ltd,107.69,363,542,67,172,92,3,1,1,Spring,0.9981,SEVERELY_DELAYED,1
PRJ07061,Water Supply,North Delhi,Prime Infra Group,326.55,415,529,64,191,146,1,1,0,Winter,0.6375,DELAYED,1
PRJ07062,Education,Bengaluru Rural,Prime Infra Group,103.4,661,841,23,135,138,5,1,0,Monsoon,1.0,SEVERELY_DELAYED,1
PRJ07063,Roads & Highways,Warangal,GovTech Solutions,41.5,244,343,50,46,126,1,1,1,Winter,0.5502,DELAYED,1
PRJ07064,Water Supply,Vadodara,GovTech Solutions,33.05,293,429,1,181,145,2,1,1,Summer,0.7582,SEVERELY_DELAYED,1
PRJ07065,Sanitation & Drainage,Kolkata South,National Build Corp,316.23,349,402,59,29,48,0,1,0,Winter,0.2965,AT_RISK,0
PRJ07066,Public Safety,Karimnagar,Rajdhani Works,120.94,218,218,4,6,112,0,0,0,Monsoon,0.0543,ON_TRACK,0
PRJ07067,Electricity,Jaipur,FastBuild Co,467.17,658,716,88,170,125,2,0,0,Winter,0.3231,AT_RISK,0
PRJ07068,Healthcare,Hubballi,Urban Dev Ltd,120.32,558,663,80,64,100,4,1,0,Monsoon,0.5856,DELAYED,1
PRJ07069,Housing,Mangaluru,Horizon Projects,195.94,491,649,36,149,23,3,0,1,Winter,0.8824,SEVERELY_DELAYED,1
PRJ07070,Parks & Recreation,Hyderabad,SmartCity Builders,97.16,653,797,54,192,18,5,1,1,Summer,0.8043,SEVERELY_DELAYED,1
PRJ07071,Parks & Recreation,Jabalpur,National Build Corp,145.5,305,485,17,82,147,2,1,1,Summer,1.0,SEVERELY_DELAYED,1
PRJ07072,Housing,Kota,FastBuild Co,100.5,376,454,61,23,119,3,1,0,Monsoon,0.4344,AT_RISK,0
PRJ07073,Housing,Muzaffarpur,Prime Infra Group,11.48,306,423,94,115,123,1,1,1,Winter,0.654,DELAYED,1
PRJ07074,Sanitation & Drainage,Vadodara,ABC Infra Pvt Ltd,249.01,498,592,95,18,81,0,0,1,Monsoon,0.5226,DELAYED,1
PRJ07075,Electricity,Chennai South,ABC Infra Pvt Ltd,300.96,132,231,60,60,115,0,1,1,Spring,0.5512,DELAYED,1
PRJ07076,Parks & Recreation,Nashik,Prime Infra Group,81.08,147,216,49,74,47,5,0,0,Winter,0.3878,AT_RISK,0
PRJ07077,Water Supply,Gwalior,Horizon Projects,262.85,700,841,77,83,69,5,1,0,Summer,0.786,SEVERELY_DELAYED,1
PRJ07078,Water Supply,Indore,National Build Corp,56.69,403,468,73,79,113,1,0,0,Monsoon,0.3642,AT_RISK,0
PRJ07079,Housing,Mumbai City,Rajdhani Works,74.18,460,535,75,11,30,3,1,0,Winter,0.4191,AT_RISK,0
PRJ07080,Electricity,Ajmer,ABC Infra Pvt Ltd,468.63,231,304,59,15,36,4,0,1,Winter,0.409,AT_RISK,0
PRJ07081,Healthcare,Bikaner,FastBuild Co,367.43,94,269,33,163,60,3,1,1,Spring,0.974,SEVERELY_DELAYED,1
PRJ07082,Sanitation & Drainage,Jodhpur,SmartCity Builders,172.75,378,541,23,19,15,4,0,1,Summer,0.907,SEVERELY_DELAYED,1
PRJ07083,Public Safety,Pune,GovTech Solutions,268.76,311,409,1,75,131,3,0,0,Winter,0.5454,DELAYED,1
PRJ07084,Roads & Highways,Durgapur,Bharat Construction,451.49,460,631,6,3,129,4,1,1,Winter,0.9544,SEVERELY_DELAYED,1
PRJ07085,Roads & Highways,Lucknow,Rajdhani Works,258.28,421,485,34,66,43,2,1,0,Spring,0.3584,AT_RISK,0
PRJ07086,Healthcare,Chennai South,Horizon Projects,284.12,345,381,52,139,20,0,0,0,Spring,0.2027,AT_RISK,0
PRJ07087,Roads & Highways,Agra,FastBuild Co,211.25,429,574,46,51,22,5,1,1,Spring,0.8097,SEVERELY_DELAYED,1
PRJ07088,Transport,Warangal,FastBuild Co,66.97,717,756,80,121,72,1,0,0,Spring,0.218,AT_RISK,0
PRJ07089,Education,Agra,National Build Corp,273.09,276,355,36,60,125,0,0,1,Monsoon,0.4437,AT_RISK,0
PRJ07090,Parks & Recreation,Bengaluru Rural,SmartCity Builders,256.58,519,619,45,58,21,3,0,0,Spring,0.5606,DELAYED,1
PRJ07091,Transport,Chennai South,SmartCity Builders,117.95,525,679,50,101,27,3,0,1,Monsoon,0.8566,SEVERELY_DELAYED,1
PRJ07092,Housing,Mumbai City,National Build Corp,76.25,182,275,43,30,49,2,1,1,Spring,0.5174,DELAYED,1
PRJ07093,Housing,Pune,Urban Dev Ltd,90.21,473,473,81,13,101,1,0,0,Monsoon,0.0178,ON_TRACK,0
PRJ07094,Housing,Warangal,Urban Dev Ltd,86.38,430,610,0,156,68,4,1,0,Winter,1.0,SEVERELY_DELAYED,1
PRJ07095,Roads & Highways,Bhopal,Rajdhani Works,288.55,249,429,43,196,6,3,0,1,Winter,1.0,SEVERELY_DELAYED,1
PRJ07096,Public Safety,Bengaluru Rural,Bharat Construction,16.33,389,514,9,28,66,2,1,1,Monsoon,0.6999,DELAYED,1
PRJ07097,Public Safety,Kota,SmartCity Builders,6.49,220,220,7,35,46,2,0,0,Summer,0.1898,ON_TRACK,0
PRJ07098,Public Safety,Hubballi,GovTech Solutions,159.93,673,771,41,194,83,1,0,0,Summer,0.5455,DELAYED,1
PRJ07099,Education,Lucknow,SmartCity Builders,125.49,34,98,79,73,6,2,0,1,Spring,0.3586,AT_RISK,0
PRJ07100,Housing,Mumbai City,Prime Infra Group,58.9,413,533,67,119,62,3,0,1,Summer,0.6715,DELAYED,1
PRJ07101,Healthcare,Chennai South,ABC Infra Pvt Ltd,488.99,111,111,25,9,16,2,1,0,Winter,0.1646,ON_TRACK,0
PRJ07102,Healthcare,Jodhpur,Urban Dev Ltd,93.98,608,780,14,129,48,1,0,0,Monsoon,0.9611,SEVERELY_DELAYED,1
PRJ07103,Electricity,Surat,National Build Corp,493.64,642,778,74,106,145,0,1,1,Spring,0.7572,SEVERELY_DELAYED,1
PRJ07104,Education,Jaipur,National Build Corp,147.73,162,253,83,183,68,1,1,0,Winter,0.5092,DELAYED,1
PRJ07105,Water Supply,Hyderabad,SmartCity Builders,70.8,717,850,81,43,82,3,1,1,Summer,0.7443,SEVERELY_DELAYED,1
PRJ07106,Housing,Ahmedabad,FastBuild Co,476.47,117,232,70,89,95,5,0,0,Monsoon,0.6429,DELAYED,1
PRJ07107,Public Safety,West Delhi,Bharat Construction,355.38,625,739,57,153,122,4,0,1,Winter,0.6346,DELAYED,1
PRJ07108,Housing,Lucknow,Prime Infra Group,229.25,458,594,60,158,62,4,0,1,Summer,0.7595,SEVERELY_DELAYED,1
PRJ07109,Transport,Hubballi,FastBuild Co,369.25,639,708,75,169,89,3,0,0,Winter,0.3843,AT_RISK,0
PRJ07110,Sanitation & Drainage,West Delhi,Bharat Construction,82.14,93,250,38,138,29,0,1,1,Winter,0.8748,SEVERELY_DELAYED,1
PRJ07111,Housing,Lucknow,National Build Corp,441.95,631,697,92,58,67,0,0,1,Monsoon,0.3714,AT_RISK,0
PRJ07112,Healthcare,Varanasi,Prime Infra Group,107.99,361,516,88,172,39,5,1,0,Monsoon,0.8614,SEVERELY_DELAYED,1
PRJ07113,Public Safety,Gwalior,National Build Corp,454.78,131,278,59,101,52,4,1,0,Summer,0.822,SEVERELY_DELAYED,1
PRJ07114,Roads & Highways,Chennai North,ABC Infra Pvt Ltd,206.18,72,186,94,68,11,1,1,1,Summer,0.6336,DELAYED,1
PRJ07115,Sanitation & Drainage,Pune,National Build Corp,218.65,67,152,35,62,133,4,0,0,Summer,0.4743,DELAYED,1
PRJ07116,Education,Kanpur,Horizon Projects,35.43,620,800,14,43,5,3,0,1,Monsoon,1.0,SEVERELY_DELAYED,1
PRJ07117,Education,Central Delhi,Horizon Projects,375.48,100,253,85,106,112,5,1,0,Winter,0.8527,SEVERELY_DELAYED,1
PRJ07118,Parks & Recreation,Muzaffarpur,ABC Infra Pvt Ltd,471.54,368,465,49,134,27,0,0,1,Winter,0.5444,DELAYED,1
PRJ07119,Healthcare,Central Delhi,Urban Dev Ltd,416.76,645,728,28,24,71,4,0,0,Monsoon,0.4612,DELAYED,1
PRJ07120,Housing,Kanpur,GovTech Solutions,104.31,654,770,51,62,75,5,1,0,Monsoon,0.6481,DELAYED,1
PRJ07121,Electricity,Bengaluru Urban,Prime Infra Group,52.53,638,771,97,190,64,4,0,1,Spring,0.7395,SEVERELY_DELAYED,1
PRJ07122,Parks & Recreation,Bengaluru Urban,Rajdhani Works,428.66,233,360,0,139,126,5,0,1,Spring,0.7111,SEVERELY_DELAYED,1
PRJ07123,Roads & Highways,Hubballi,SmartCity Builders,262.75,71,251,1,176,47,5,1,1,Winter,1.0,SEVERELY_DELAYED,1
PRJ07124,Roads & Highways,Howrah,Prime Infra Group,334.8,494,650,54,93,21,3,0,1,Spring,0.8669,SEVERELY_DELAYED,1
PRJ07125,Public Safety,Bhopal,Urban Dev Ltd,78.94,145,273,16,52,103,2,1,1,Monsoon,0.714,SEVERELY_DELAYED,1
PRJ07126,Education,Chennai South,National Build Corp,293.51,34,34,3,18,99,4,0,0,Winter,0.0646,ON_TRACK,0
PRJ07127,Housing,Bengaluru Rural,Prime Infra Group,119.39,628,750,21,35,134,1,1,0,Summer,0.6816,DELAYED,1
PRJ07128,Electricity,Coimbatore,Prime Infra Group,192.16,235,413,2,151,16,3,1,1,Winter,0.9937,SEVERELY_DELAYED,1
PRJ07129,Housing,West Delhi,Prime Infra Group,9.94,430,518,52,77,84,3,1,0,Winter,0.4935,DELAYED,1
PRJ07130,Parks & Recreation,Siliguri,National Build Corp,331.71,185,185,88,59,17,0,0,0,Spring,0.1917,ON_TRACK,0
PRJ07131,Education,Jodhpur,GovTech Solutions,403.12,369,499,41,193,15,3,1,0,Winter,0.7248,SEVERELY_DELAYED,1
PRJ07132,Transport,Varanasi,Horizon Projects,436.01,50,230,25,182,129,4,1,1,Monsoon,1.0,SEVERELY_DELAYED,1
PRJ07133,Roads & Highways,West Delhi,ABC Infra Pvt Ltd,2.33,366,517,55,135,128,3,0,0,Summer,0.8415,SEVERELY_DELAYED,1
PRJ07134,Electricity,Bhagalpur,Prime Infra Group,152.27,167,236,85,39,34,3,1,0,Spring,0.387,AT_RISK,0
PRJ07135,Housing,Howrah,FastBuild Co,291.94,494,615,74,59,80,4,1,1,Spring,0.6727,DELAYED,1
PRJ07136,Healthcare,Darbhanga,Urban Dev Ltd,63.06,711,856,25,185,26,2,0,1,Spring,0.8061,SEVERELY_DELAYED,1
PRJ07137,Roads & Highways,Karimnagar,Rajdhani Works,273.7,350,422,58,81,140,0,0,0,Winter,0.4043,AT_RISK,0
PRJ07138,Water Supply,Gwalior,Urban Dev Ltd,154.55,398,494,8,45,71,2,1,0,Winter,0.5372,DELAYED,1
PRJ07139,Public Safety,Varanasi,FastBuild Co,255.75,68,68,90,14,42,0,0,0,Winter,0.0,ON_TRACK,0
PRJ07140,Housing,Surat,ABC Infra Pvt Ltd,473.66,621,773,49,182,22,3,0,0,Spring,0.8447,SEVERELY_DELAYED,1
PRJ07141,Sanitation & Drainage,Karimnagar,ABC Infra Pvt Ltd,393.5,399,399,57,58,45,1,0,0,Summer,0.0,ON_TRACK,0
PRJ07142,Healthcare,Prayagraj,GovTech Solutions,442.19,122,222,58,91,78,1,1,0,Spring,0.5577,DELAYED,1
PRJ07143,Sanitation & Drainage,West Delhi,FastBuild Co,68.45,182,258,26,79,146,1,0,1,Summer,0.4224,AT_RISK,0
PRJ07144,Water Supply,Bhopal,Horizon Projects,385.12,445,558,89,180,128,1,1,1,Winter,0.6323,DELAYED,1
PRJ07145,Public Safety,Mysuru,ABC Infra Pvt Ltd,353.74,245,425,84,190,79,4,1,1,Monsoon,1.0,SEVERELY_DELAYED,1
PRJ07146,Public Safety,Mumbai Suburban,Prime Infra Group,235.66,240,344,82,150,17,4,0,0,Spring,0.5833,DELAYED,1
PRJ07147,Healthcare,Gwalior,Rajdhani Works,56.72,247,317,20,124,72,0,0,0,Summer,0.3913,AT_RISK,0
PRJ07148,Electricity,Kota,Prime Infra Group,399.26,277,319,33,21,142,4,0,1,Spring,0.2344,AT_RISK,0
PRJ07149,Public Safety,Kanpur,SmartCity Builders,487.53,412,591,7,36,29,4,1,1,Winter,0.9956,SEVERELY_DELAYED,1
PRJ07150,Parks & Recreation,Bikaner,Horizon Projects,43.44,340,520,14,93,26,3,1,0,Monsoon,1.0,SEVERELY_DELAYED,1
PRJ07151,Housing,Kolkata South,National Build Corp,274.55,338,463,1,161,62,0,0,0,Summer,0.6981,DELAYED,1
PRJ07152,Parks & Recreation,Hubballi,Urban Dev Ltd,165.34,648,788,92,92,55,4,1,0,Winter,0.7819,SEVERELY_DELAYED,1
